tweet_id	tweet_text	user_id	keyword	emotion_A1	Irony_A1	Implicit-Explicit_A1	Subjectivity_A1	Tweet Sentiment_A1	emotion_A2	Irony_A2	Implicit-Explicit_A2	Subjectivity_A2	Tweet Sentiment_A2	emotion_A3	Irony_A3	Implicit-Explicit_A3	Subjectivity_A3	Tweet Sentiment_A3
697714245471989761	Somehow I think this means I won't be seeing Deadpool for awhile now since I prefer going to the cinemas with friends	279219517	deadpool	None	Not Ironic	Implicit	Subjective	Neutral	None	Not Ironic	Implicit	Subjective	Neutral	None	Not Ironic	None	Objective	None
697714417706803200	The marketing budget for Deadpool must be fucking unlimited. He's everywhere man.	417331358	deadpool	None	Not Ironic	Implicit	Subjective	Neutral	surprise	Not Ironic	Implicit	Subjective	Neutral	None	Not Ironic	None	Objective	None
697718601701142528	Deadpool thinks @danieltosh should do @nbcsnl . You won't need to add a laugh track when he's on.	250457037	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	Explicit	Subjective	Neutral	joy	Not Ironic	Implicit	Subjective	Positive
697718695867637760	Deadpool Ready To Release https://t.co/DL2iGOAPB3	2790909402	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697719564344258560	the boy pg13 , deadpool 18+  &#x1f632;	29681050	deadpool	surprise	Not Ironic	Explicit	Subjective	Neutral	surprise	Not Ironic	Implicit	Subjective	Negative	surprise	Not Ironic	Implicit	Subjective	Neutral
697720993817751553	Definitely want to see 'Deadpool' this weekend	112782307	deadpool	anticipation	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697722012249280513	I liked a @YouTube video https://t.co/JXf4v5PAvW Deadpool Ultimate Comic Book Trailer (2016) - Ryan Reynolds Movie HD	2946230658	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Explicit	Subjective	Positive
697722554618814464	Thursdate&#x1f3ac;&#x1f46b;&#x1f495; ? Deadpool (with Icha at @cinema21) — https://t.co/bySKK1xvZc	122579386	deadpool	joy	Not Ironic	Implicit	Subjective	Neutral	joy	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697726056212537344	Think Ima go see DeadPool. Cause of the big Swole ass Hero nigga. Lol what's his name ?	112982002	deadpool	anticipation	Not Ironic	Implicit	Subjective	Neutral	None	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697729316814241792	@WIRED: Ryan Reynolds Addresses the Deadpool PG-13 Rating (HD) https://t.co/ht1hdeEL9W Exclusive https://t.co/p9X6RJEIUS	2714207155	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697730699663581185	CLOSED MOUTH SCREAMIN IM ABT 2 WATCH DEADPOOL,	3743691673	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive	None	Not Ironic	None	Objective	None
697734164468994048	Bang i&#x1f4a9;L &#x1f60d;&#x1f60d; ? Deadpool (at @cinema21) — https://t.co/FlLpcuLiPE	172742183	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Implicit	Subjective	Positive
697737310880854016	Deadpool will release in India with 7 cuts. Counting on Deadpool's healing powers now the most! #DeadPool #india @deadpoolmovie	1130714155	deadpool	None	Not Ironic	Implicit	Subjective	Neutral	None	Not Ironic	None	Objective	None	anticipation	Not Ironic	Implicit	Subjective	Positive
697738869870092288	Can't wait to be Lady Deadpool today on campus and promote our clubs. &#x1f601;	1434014834	deadpool	anticipation	Not Ironic	Implicit	Subjective	Neutral	anticipation	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697740181839831040	I wanna watch deadpool&#x1f622;&#x1f622;	2488515235	deadpool	sadness	Not Ironic	Implicit	Subjective	Positive	sadness	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697746577193050113	Deadpool in a while &#x1f60a;	32284032	deadpool	anticipation	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697748168017055744	10 reasons why Deadpool is the perfect #ValentinesDay movie https://t.co/rEwgdCcvWP https://t.co/HdOSXNahtv	115624161	deadpool	None	Not Ironic	Implicit	Subjective	Positive	None	Not Ironic	None	Objective	None	joy	Not Ironic	Implicit	Subjective	Positive
697749992677756928	Watching Deadpool — https://t.co/q7FirTraGN	132807975	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697755806931009536	ramse&#x1f644; ? Deadpool (with Rizky at @cinema21) — https://t.co/99Vylw1UeW	115866154	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	Implicit	Subjective	Neutral	None	Not Ironic	Implicit	Subjective	Neutral
697756849240698880	Clearly he knows that it's deadpool &#x1f602;	354417368	deadpool	None	Not Ironic	Implicit	Subjective	Neutral	joy	Ironic	Implicit	Subjective	Positive	joy	Not Ironic	Implicit	Subjective	Positive
697763245709365248	&#x1f3ac; ? Deadpool (with Reza, frendy, and 2 others at @cinema21) — https://t.co/XaK2IY5DjA	240971918	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697763480049426432	Holiday mood over! #deadpool #tgvcinemas #abang2single… https://t.co/lWP7BDLmSJ	489643186	deadpool	None	Not Ironic	None	Objective	None	joy	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697764727359864832	Especially the #jalansambilkentut in deadpool. &#x1f602;	472806319	deadpool	None	Not Ironic	Explicit	Subjective	Positive	None	Not Ironic	Explicit	Subjective	Neutral	None	Not Ironic	None	Objective	None
697764840518111232	deadpool was so fucking funny and good	19013059	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Explicit	Subjective	Positive
697767555272962048	My result... questionable. Aquaman vs Deadpool, it was... if it is the Aquaman then what is Deadpool filled with? https://t.co/Rzcu4BhH5d	186565766	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697768850935296000	@arakitoes then talk about ur friends with your other friend la! but that is my point deadpool is so fucki g hd  hhsjak hdha dhsyaha	265949493	deadpool	None	Not Ironic	Implicit	Subjective	Neutral	joy	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Implicit	Subjective	Positive
697769599941476352	Deadpooling this saturday, just can't wait. #deadpool https://t.co/nayFDlQf9R	4356280224	deadpool	anticipation	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697769681030144000	Just saw #Deadpool. FUCKING BRILLIANT FLICK.	16400449	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Explicit	Subjective	Positive
697773817452589056	Watched Deadpool the 2nd time, still cried at the same scenes. #boyfriendisright	283543572	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	sadness	Not Ironic	Implicit	Subjective	Positive	joy	Not Ironic	Implicit	Subjective	Positive
697778989515968512	Finally watching a movie after 10,000 years. #deadpool	153507348	deadpool	anticipation	Not Ironic	Implicit	Subjective	Positive	None	Not Ironic	Implicit	Subjective	Positive	None	Not Ironic	None	Objective	None
697779260526825472	Enjoy Deadpool tonight @abbiewastaken don't forget to take your wallet as The Grudge will conveniently forget to bring her purse &#x1f48b;	38830590	deadpool	joy	Not Ironic	Implicit	Subjective	Positive	None	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697781619705270272	RT @JerryEsmilla: Deadpool was fucking amazing. I want more kebabs and fucking chimichangas.	381414501	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Explicit	Subjective	Positive
697781846495526914	Deadpool...&#x1f602;&#x1f601;&#x1f600; (with ryan (r29)) [pic] — https://t.co/6yZZhh8LST	327964089	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	joy	Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Implicit	Subjective	Positive
697782687713599488	Late post and maximum effort! ? Deadpool (with Elsa at Velvet CGV blitz) — https://t.co/pS5mk8riLo	383065869	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697782923764707328	Fuck me, Deadpool completely delivered. Will be seeing it again. Soon. Maybe this weekend.	7444572	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	surprise	Not Ironic	Implicit	Subjective	Positive	joy	Not Ironic	Implicit	Subjective	Positive
697783054711054336	Take a look at #deadpool's #RyanReynolds video on #testicularcancer #awareness https://t.co/sC3m8KVU7a	3107566035	deadpool	None	Not Ironic	None	Objective	None	None	Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697783962811273216	@_ayunieridhwan really? Thats a pretty lame excuse to ban deadpool &#x1f615;	135510315	deadpool	surprise	Not Ironic	Implicit	Subjective	Neutral	sadness	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697784788011380736	What I learned about 'Deadpool' by playing darts with Ryan Reynolds and TJ Miller https://t.co/haQd10KDwi https://t.co/0ghvmm9NV4	930850843	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697785325792456704	Win Awesome Deadpool Merchandise! https://t.co/o8BHOd3VhL	3183761991	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697787000045199365	Ryan Reynolds finally serves up his 'risque,' odd 'Deadpool': It took the actor 11 years to bring his foul-mouthed Marvel superhero t...	722460714	deadpool	None	Not Ironic	Implicit	Subjective	Neutral	None	Not Ironic	None	Objective	None	joy	Not Ironic	Implicit	Subjective	Positive
697789187202936832	I liked a @YouTube video https://t.co/M1Mos3aK9L Deadpool - movie review	3395349010	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	joy	Not Ironic	Implicit	Subjective	Positive
697790955135623168	#Deadpool was a lot of fun.	2464616972	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Implicit	Subjective	Positive
697791894240100352	Cheers to guy who let us in to watch deadpool&#x1f618;	2381811324	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Implicit	Subjective	Positive
697794296724877313	Biggest life dilemma and economic problem at the moment: To watch A Copy of My Mind or Deadpool?	185128622	deadpool	trust	Not Ironic	Explicit	Subjective	Neutral	trust	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697796877773725696	RT @tesiaatan: wanna watch deadpool wanna go to museums wanna chill in the pool on a float	2906167812	deadpool	None	Not Ironic	Implicit	Subjective	Positive	joy	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697797359376281600	Watched deadpool went out of the cinema with a lot of smiles	203392901	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	None	Not Ironic	Implicit	Subjective	Positive	joy	Not Ironic	Implicit	Subjective	Positive
697797627195174913	My mood all day is gonna be #Deadpool https://t.co/ZRAyfzszl9	545076211	deadpool	None	Not Ironic	None	Objective	None	joy	Not Ironic	Implicit	Subjective	Positive	None	Not Ironic	None	Objective	None
697797724809392129	Deadpool's ending is fucking GOLD	496993549	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	surprise	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Implicit	Subjective	Positive
697799563982344192	really looking forward to watch #Deadpool tonight! I have a good feeling about this movie :D	3297816279	deadpool	anticipation	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697799927661989888	I liked a @YouTube video https://t.co/xGp7VxJ55T Deadpool - Angel Dust vs. Negasonic Teenage Warhead | official FIRST LOOK clip (2016)	357397199	deadpool	None	Not Ironic	Explicit	Subjective	Positive	None	Not Ironic	None	Objective	None	joy	Not Ironic	Implicit	Subjective	Positive
697800929517637632	@SillySillyGirl2 pssssst Deadpool tomorrow :D	747031080	deadpool	anticipation	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697804007713153025	Morena Baccarin promoting "Deadpool" in New York, NY. February 2016. #morenabaccarin #deadpool… https://t.co/0rPDv3BWq8	24702482	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697804910327238656	The 5 Comics You Have to Read Before Seeing Deadpool: Hey kiddies! Before you head off to see the Merc with a ... https://t.co/Xkw6TTjvqz	2376668874	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697804922499178497	Deadpool's script : so predictable but still funny so dats great	417893581	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	None	Not Ironic	Explicit	Subjective	Neutral	None	Not Ironic	Implicit	Subjective	Neutral
697806582671773697	Tomorrow is pay day annnnnd deadpool comes out &#x1f62c;	399117455	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697811941641682944	Son went to watch Deadpool tonight. Cinema did not let him in, didn't believe he was 16. Second cinema did let him in & believed he was 16.	24229054	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697812663754166272	???????? ???????&#x1f31e;&#x1f44c; #?????? #deadpool #cinema #film #premiere #tickets @ ???????? 3D https://t.co/IASnJ0RAXB	618113191	deadpool	anticipation	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive	joy	Not Ironic	Implicit	Subjective	Positive
697812870873022464	The SEXIEST Dad Alive, Ryan @VancityReynolds, is @OnAirWithRyan talking about his new movie #Deadpool! Listen here: https://t.co/YjR4xzYmCs	701400054	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	joy	Not Ironic	Implicit	Subjective	Positive
697813081804505088	Deadpool here I come	353993469	deadpool	joy	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697817473421307905	What Does Ryan Reynolds Want to See in the DEADPOOL Sequel? | Nerdist https://t.co/Op6GI8Shyp	3728392753	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697820694541901824	Can't wait to watch Deadpool &#x1f64c;	1327000279	deadpool	anticipation	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697824990939340802	I think that means I should encourage you all to see Deadpool this weekend then &#x270a;&#x1f643; haha	3188921184	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	trust	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Implicit	Subjective	Positive
697829985642373120	RT @msthber: end credit ????????? #Deadpool	2494082906	deadpool	None	Not Ironic	Explicit	Subjective	Neutral	None	Not Ironic	Implicit	Subjective	Neutral	None	Not Ironic	None	Objective	None
697830655921688579	Guess who just booked deadpool for tomorrow https://t.co/97JP7ZCaYX	2193207925	deadpool	joy	Not Ironic	Implicit	Subjective	Positive	None	Not Ironic	Implicit	Subjective	Positive	None	Not Ironic	None	Objective	None
697830687341092864	#Deadpool tonight for some of you lucky MF's	633250217	deadpool	fear	Not Ironic	Implicit	Subjective	Positive	None	Not Ironic	None	Objective	None	anticipation	Not Ironic	Implicit	Subjective	Positive
697830797781311489	RT @OGMillzie: Oh my gawd Deadpool comes out tomorrow	345164462	deadpool	anticipation	Not Ironic	Implicit	Subjective	Positive	surprise	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697832059084087296	looking for Deadpool on #saltskodi.  any help would be appreciated.	294605056	deadpool	trust	Not Ironic	Implicit	Subjective	Positive	None	Not Ironic	None	Objective	None	anticipation	Not Ironic	Implicit	Subjective	Positive
697832388605313024	No film that starred Ryan Reynolds has ever let me down &#x263a;&#xfe0f; Deadpool made my day	224199860	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Implicit	Subjective	Positive
697833020565229568	I wanna see deadpool but I work all day tomorrow &#x1f637;	517057259	deadpool	anticipation	Not Ironic	Implicit	Subjective	Positive	sadness	Not Ironic	Implicit	Subjective	Neutral	anticipation	Not Ironic	Implicit	Subjective	Positive
697835709705646080	First, in order for us to be strong (physically, at least, for Deadpool) we must go through severe pain.	3321261066	deadpool	None	Not Ironic	None	Objective	None	None	Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697836068268281858	Really considering watching Deadpool by myself since I have no friends.	2764719277	deadpool	sadness	Not Ironic	Implicit	Subjective	Positive	sadness	Not Ironic	Implicit	Subjective	Neutral	None	Not Ironic	None	Objective	None
697836209989615617	Deadpool was so good but it was really difficult not to do an embarrassing laugh	1320581592	deadpool	surprise	Not Ironic	Implicit	Subjective	Positive	None	Not Ironic	Explicit	Subjective	Neutral	joy	Not Ironic	Explicit	Subjective	Positive
697837803330277376	FINALLY! It's @DeadpoolMovie day and an awesome #TwitterParty from @officialfye   https://t.co/m4Cw43XrkT #DeadpoolFYE #Deadpool &#x1f480;	23984763	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive	joy	Not Ironic	Explicit	Subjective	Positive
697837946267762688	JUNGKOOK AS DEADPOOL I AM DEAD	2864226390	deadpool	joy	Not Ironic	Implicit	Subjective	Neutral	None	Not Ironic	Implicit	Subjective	Neutral	None	Not Ironic	None	Objective	None
697838492672348161	RT @VanDiablo: Loved #Deadpool. Muted dialogues were annoying though.	622924766	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	None	Not Ironic	Explicit	Subjective	Neutral	joy	Not Ironic	Explicit	Subjective	Positive
697840796330921984	RT @cris_jedissb: Saturday gonna be hype af tbh. Deadpool and Alonzo's party&#x1f525;	954350929	deadpool	anticipation	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697840925284786176	#Deadpool tonight!!!! Who's going? #Nerdgasm #Spiderman #SequelIdea #RetroReplay https://t.co/rdiooKH3K3	3971497579	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	None	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697841877794623494	@JJ_Sherwood The deadpool vs thanos comics are apparently a pretty wild ride with a lot of backstory and development between hyjinx.	3294289721	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	Implicit	Subjective	Neutral	joy	Not Ironic	Implicit	Subjective	Positive
697842224973807616	Deadpool...Well, the movie is good...but, I still don't get why most people rate this movie so high...I think 8/10 is fair enough...	2953229065	deadpool	surprise	Not Ironic	Explicit	Subjective	Positive	surprise	Not Ironic	Implicit	Subjective	Neutral	joy	Not Ironic	Explicit	Subjective	Positive
697843106754990080	@Olisaloka Master, abeg signal me when this one and deadpool don dey torrentable, biko.	595320602	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697844810900606976	ANYONE HYPED FOR DEADPOOL ?! CHIMICHANGA ! WOO HAHAHAH #DeadpoolMovie  #chimichanggas  #TwitterIsPurpleBomb	511407763	deadpool	anticipation	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Implicit	Subjective	Positive	joy	Not Ironic	Implicit	Subjective	Positive
697845631772160000	someone take me out for ice cream and deadpool and kiss me on valentines day	164032585	deadpool	sadness	Not Ironic	Implicit	Subjective	Positive	joy	Not Ironic	Implicit	Subjective	Positive	None	Not Ironic	None	Objective	None
697847101019979778	@OliviaKelly_ I’m in the middle of reading Deadpool now. &#x1f60d;	25211696	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Implicit	Subjective	Positive
697849206757859328	Swore of Ryan Reynolds and his utterly shit movies (Proposal, Green Lantern, RIPD, The Change Up, etc) but Deadpool …. that I must see	14060077	deadpool	surprise	Not Ironic	Explicit	Subjective	Positive	None	Not Ironic	None	Objective	None	anticipation	Not Ironic	Implicit	Subjective	Positive
697849469161889792	Also cant wait to see Deadpool tonight! @LiamLWright @cambruce123	437776681	deadpool	anticipation	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697851474928271360	So who's tryna see Deadpool with me tonight?	375842399	deadpool	trust	Not Ironic	Implicit	Subjective	Neutral	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697852246436892672	Let's go watch Deadpool tomorrow?	513896062	deadpool	trust	Not Ironic	Implicit	Subjective	Positive	trust	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697852970319355912	#Deadpool in IMAX tonight at 7, I'm there!	514517518	deadpool	anticipation	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697855787947921408	I liked a @YouTube video from @notspeirs https://t.co/MKUohHuGdn GTA 5 Mods Deadpool vs Train	3322974679	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697856037047681024	Plans for this evening: get more hair dye, hang with @RubyRapture , see #Deadpool #RyanReynoldsPenis	2927266758	deadpool	anticipation	Not Ironic	Implicit	Subjective	Positive	None	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697858327569571841	The $7 million cuts that got Deadpool greenlit at the last minute: Deadpool is one of the year's most h... https://t.co/og9z8mZPAy #Movie	92786831	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697860091429707777	Tickets for DEADPOOL, The IMAX Experience Rated R Tickets | Atlantic City, NJ | 02/29/2016 https://t.co/vuHlzfwR73	551565258	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697860233188810752	Thanks to the lovely Team at @TheScreenRooms #cheltenham for not only a great afto watching #Deadpool but also for finding my iPhone!	549944402	deadpool	joy	Not Ironic	Implicit	Subjective	Neutral	None	Not Ironic	None	Objective	None	joy	Not Ironic	Implicit	Subjective	Positive
697861676390027264	RT @nycartcult: The Deadpool Moment: The Secret History of Marvel’s Boom Brand... https://t.co/Sb38RsNDkJ https://t.co/2H7OjHslNc	4120400507	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697862219309121537	@VancityReynolds  where here!!!! So excited #deadpool #DeadpoolMovie #valentines https://t.co/aWu5L72zG5	19860534	deadpool	anticipation	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Explicit	Subjective	Positive
697865471056551940	Looking forward to Deadpool tonight with @NateisTheJap	264069587	deadpool	anticipation	Not Ironic	Implicit	Subjective	Positive	None	Not Ironic	None	Objective	None	anticipation	Not Ironic	Implicit	Subjective	Positive
697870575486631936	Work today, deadpool tomorrow, so keen	227256334	deadpool	anticipation	Not Ironic	Explicit	Subjective	Positive	sadness	Not Ironic	None	Objective	None	anticipation	Not Ironic	Explicit	Subjective	Positive
697873829117341697	BBC Sport football expert Mark Lawrenson takes on Deadpool star Ed Skrein https://t.co/Ee87K9HHS2	1642079108	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697877179321946113	cant believe i'll get to watch deadpool the same week everyone in the world will	1025520835	deadpool	surprise	Not Ironic	Explicit	Subjective	Positive	surprise	Not Ironic	Implicit	Subjective	Positive	joy	Not Ironic	Implicit	Subjective	Positive
697877379767611392	Eight big movies even more romantic than 'Deadpool' (pictures) - CNET: Two baffled CNET reviewers do... https://t.co/7wMwmI0qHe #CNETNews	159681801	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697879301119676416	Deadpool Poster Disguised as a Romantic Movie https://t.co/EKffJXyiS8	3315029060	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697879910472220672	Perks of being 18 are just being able to casually walk into the movies and see deadpool	4269859757	deadpool	None	Not Ironic	None	Objective	None	None	Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697880037824061441	Trying to see Deadpool tonight	1722824557	deadpool	anticipation	Not Ironic	Implicit	Subjective	Positive	None	Not Ironic	Implicit	Subjective	Neutral	anticipation	Not Ironic	Implicit	Subjective	Positive
697880930556473345	RT @TimGingButler20: I can't wait to see deadpool tomorrow &#x1f44c;&#x1f608;	770153503	deadpool	anticipation	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697882341604270080	Carniças ?&#x1f44a;?#filme #movie #deadpool #friends #amigos #cinema #goodafternoon #boatarde #jw… https://t.co/AD3yRThxML	294351421	deadpool	anticipation	Not Ironic	Implicit	Subjective	Positive	None	Not Ironic	Implicit	Subjective	Neutral	None	Not Ironic	None	Objective	None
697883219547402241	Deadpool is fucking awesome. I haven't seen it yet. but I know it's awesome.	862539637	deadpool	anticipation	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Explicit	Subjective	Positive	trust	Not Ironic	Explicit	Subjective	Positive
697883271959433216	Really want to go watch deadpool today.	386320822	deadpool	anticipation	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697883749241868288	Listen to #Deadpool and don't ruin a chance for a sequel! Seeing the movie tonight! https://t.co/PMsgqJpYK7	2977996362	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	anticipation	Not Ironic	Implicit	Subjective	Positive
697883809170087936	Forget those stupid #ValentinesDay Romances. THIS is the movie you need to see this weekend: #Deadpool Review https://t.co/RtDkLo6jYn	365446077	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	None	Not Ironic	None	Objective	None	joy	Not Ironic	Implicit	Subjective	Positive
697884820525948928	.@missmorenab is mad wavy in Deadpool.	18440939	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697885053372669952	A7 Return of the Chimichangas Deadpool part 2 #DeadpoolFYE @officialfye @deadpoolmovie	587686182	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697888848018345984	YALLLLLL IM SEEING DEADPOOL TOMKRROW	443698445	deadpool	anticipation	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
